"Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates 1 2 3 4"
"Frequency: Occasional"
"Table: 13-10-0850-01"
"Release date: 2022-04-19"
"Geography: Canada, Province or territory"
""
""

"Geography","Saskatchewan",,,,,
"Age group","65 years and over (total)",,,,,
,"2019 / 2020",,,,,
"Sex","Both sexes",,"Males",,"Females",
"Characteristics 4 5 6 7 8 9 10 11","Number of persons","Percentage","Number of persons","Percentage","Number of persons","Percentage"
"Indicators"
"Health is perceived to be somewhat better or much better than 1 year ago 12","21,100","12.2","8,900","10.9","12,200","13.3"
"Health is perceived to be somewhat worse or much worse than 1 year ago 12","32,300","18.6","15,300","18.8","16,900","18.4"
"Required a visit to a medical specialist for a diagnosis or a consultation in the past 12 months 13","65,400","39.6","30,900","40.9","34,500","38.5"
"Had the pneumococcal vaccine 14","87,900","52.4","37,400","47.4","50,500","56.8"
"Had the shingles vaccine 15","50,200","29.3","22,700","28.0","27,500","30.4"
"Influenza immunization in the past 12 months 16 17","105,300","63.7","45,400","60.0","59,900","66.9"
"Used the Internet in the past 12 months 18","124,500","71.6","59,500","72.8","65,000","70.6"
"Has trouble sleeping or staying asleep a little of the time or none of the time 19","89,800","54.6","46,400","61.6","43,400","48.7"
"Has trouble sleeping or staying asleep most of the time or all of the time 19","28,500","17.3","10,000","13.3","18,500","20.7"
"Instrumental and basic activities of daily living classification: Mild impairment/no functional impairment 20","162,500","95.3","76,800","95.4","85,700","95.1"
"Instrumental and basic activities of daily living classification: Severe impairment or total impairment 20","2,300E","1.3E","1,000E","1.3E","1,300E","1.4E"
"Health of mouth - very good or excellent 21","98,700","56.8","45,700","55.9","53,000","57.7"
"Health of mouth - fair or poor 21","18,100","10.4","10,300","12.6","7,800","8.5"
"Able to brush teeth without help 22","172,300","99.1","81,000","99.0","91,300","99.2"
"Home has adaptations 23","62,200","35.9","24,700","30.2","37,500","41.0"
"Had a fall in the past 12 months 24","30,800","17.7","12,200","14.9","18,600","20.3"
"Received assistance from family, friends or neighbours for a health problem or limitation in the past 12 months 25","31,200","17.9","11,900","14.6","19,200","20.9"
"Received community support services in the past 12 months 26","14,000","8.0","5,600","6.8","8,400","9.1"
"Felt a lack of companionship - often 27","10,700","6.5","3,800","5.0","6,900","7.7"
"Felt left out - often 28","4,900","3.0","1,700E","2.2E","3,200E","3.6E"
"Felt isolated from others - often 29","8,400","5.1","3,900E","5.2E","4,500","5.0"
"Felt like they wanted to participate in more social, recreational or group activities in past 12 months 30","F","F","F","F","F","F"
"Has valid driver's license 31","152,100","87.4","75,700","92.4","76,500","83.0"

Symbol legend:
E, use with caution
16,"Population aged 65 and over who reported having an influenza immunization (flu shot) in the past 12 months."
17,"Small differences may be observed between estimates produced using the Canadian Community Health Survey (CCHS) data file and weight and those produced using the Canadian Health Survey on Seniors (CHSS) data file and weight. These differences occur because of varying sample size and calibration strategies between the two surveys."
18,"Population aged 65 and over who reported having used the Internet in the past 12 months."
19,"Population aged 65 and over who reported having trouble sleeping or staying asleep most of the time or all of the time or a little of the time or none of the time, depending on the indicator."
20,"Population aged 65 and over with an overall summary score of the activities of daily living capacity - instrumental and physical dimensions indicating no functional impairment or mild impairment or severe impairment or total impairment, depending on the indicator. A 5-point scale is described in the OARS manual for the calculation of the final score, with 2 being the lowest score ("Excellent/Good") and 6 being the highest ("Total Impairment"). For the purpose of CHSS, the same 5-point scale is used. However, the instrument has been rescaled from 1 to 5 instead of from 2 to 6. Category 1 has also been renamed from "Excellent/good" to "No functional impairment." Higher values indicate greater functional impairment. This score has been created in accordance with the manual provided by the instrument's author (Multidimensional Functional Assessment of Older Adults - Duke OARS - Copyright 1988)."
21,"Population aged 65 and over who reported their mouth health (including teeth or dentures, tongue, gums, lips and jaw joints) as being either excellent or very good or fair or poor, depending on the indicator."
22,"Population aged 65 and over who reported being able to brush their teeth or dentures without help."
23,"Population aged 65 and over who reported that their home has adaptations."
24,"Population aged 65 and over who reported having had a fall in the past 12 months."
25,"Population aged 65 and over who reported receiving assistance from family, friends, or neighbours because of a health condition or limitation that affects daily activities in the past 12 months. Assistance from paid workers or volunteer organizations is excluded."
26,"Population aged 65 and over who reported receiving community support services because of a health condition or a limitation that affects daily activities in the past 12 months. Community support services are services provided by organizations and not individuals, for free or for a minimal payment. Assistance from family, friends or neighbours is excluded."
27,"Population aged 65 and over who reported often feeling like they lack companionship."
28,"Population aged 65 and over who reported often feeling left out."
29,"Population aged 65 and over who reported often feeling isolated from others."
30,"Population aged 65 and over who reported often feeling like they wanted to participate in more social, recreational or group activities in the past 12 months."
31,"Population aged 65 and over who reported having a valid driver's licence (including cars, vans, trucks and motorcycles). This includes a driver’s licence where an individual is permitted to drive alone with some restrictions, for example, zero blood alcohol level."



"How to cite: Statistics Canada. Table 13-10-0850-01  Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310085001
