"Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates 1 2 3 4"
"Frequency: Occasional"
"Table: 13-10-0850-01"
"Release date: 2022-04-19"
"Geography: Canada, Province or territory"
""
""

"Geography","Alberta",,,,,
"Age group","65 years and over (total)",,,,,
,"2019 / 2020",,,,,
"Sex","Both sexes",,"Males",,"Females",
"Characteristics 4 5 6 7 8 9 10 11","Number of persons","Percentage","Number of persons","Percentage","Number of persons","Percentage"
"Indicators"
"Health is perceived to be somewhat better or much better than 1 year ago 12","71,700","12.6","37,600","14.0","34,000","11.3"
"Health is perceived to be somewhat worse or much worse than 1 year ago 12","108,900","19.1","46,900","17.5","62,000","20.6"
"Required a visit to a medical specialist for a diagnosis or a consultation in the past 12 months 13","227,700","42.6","108,100","43.4","119,600","41.9"
"Had the pneumococcal vaccine 14","289,700","52.9","123,900","48.2","165,800","57.0"
"Had the shingles vaccine 15","198,400","35.4","89,000","33.8","109,400","36.9"
"Influenza immunization in the past 12 months 16 17","352,900","66.2","162,800","65.4","190,200","66.8"
"Used the Internet in the past 12 months 18","446,900","78.3","214,200","79.6","232,700","77.1"
"Has trouble sleeping or staying asleep a little of the time or none of the time 19","292,600","54.8","154,600","62.2","138,000","48.4"
"Has trouble sleeping or staying asleep most of the time or all of the time 19","98,100","18.4","34,900","14.0","63,200","22.2"
"Instrumental and basic activities of daily living classification: Mild impairment/no functional impairment 20","532,100","94.8","254,100","96.1","278,000","93.7"
"Instrumental and basic activities of daily living classification: Severe impairment or total impairment 20","10,900E","1.9E","4,100E","1.5E","6,800E","2.3E"
"Health of mouth - very good or excellent 21","341,600","59.9","155,100","57.6","186,500","62.0"
"Health of mouth - fair or poor 21","50,000","8.8","27,700","10.3","22,300","7.4"
"Able to brush teeth without help 22","565,000","98.9","266,900","99.1","298,200","98.7"
"Home has adaptations 23","181,000","31.7","69,500","25.8","111,500","37.0"
"Had a fall in the past 12 months 24","108,100","18.9","46,900","17.5","61,100","20.2"
"Received assistance from family, friends or neighbours for a health problem or limitation in the past 12 months 25","99,400","17.4","32,700","12.2","66,700","22.1"
"Received community support services in the past 12 months 26","49,900","8.7","15,500","5.8","34,400","11.4"
"Felt a lack of companionship - often 27","36,100","6.8","14,900","6.0","21,200","7.5"
"Felt left out - often 28","19,200","3.6","7,900E","3.2E","11,300","4.0"
"Felt isolated from others - often 29","25,200","4.7","8,900E","3.6E","16,300","5.7"
"Felt like they wanted to participate in more social, recreational or group activities in past 12 months 30","F","F","F","F","F","F"
"Has valid driver's license 31","490,300","85.8","245,600","91.2","244,800","81.0"

Symbol legend:
E, use with caution
16,"Population aged 65 and over who reported having an influenza immunization (flu shot) in the past 12 months."
17,"Small differences may be observed between estimates produced using the Canadian Community Health Survey (CCHS) data file and weight and those produced using the Canadian Health Survey on Seniors (CHSS) data file and weight. These differences occur because of varying sample size and calibration strategies between the two surveys."
18,"Population aged 65 and over who reported having used the Internet in the past 12 months."
19,"Population aged 65 and over who reported having trouble sleeping or staying asleep most of the time or all of the time or a little of the time or none of the time, depending on the indicator."
20,"Population aged 65 and over with an overall summary score of the activities of daily living capacity - instrumental and physical dimensions indicating no functional impairment or mild impairment or severe impairment or total impairment, depending on the indicator. A 5-point scale is described in the OARS manual for the calculation of the final score, with 2 being the lowest score ("Excellent/Good") and 6 being the highest ("Total Impairment"). For the purpose of CHSS, the same 5-point scale is used. However, the instrument has been rescaled from 1 to 5 instead of from 2 to 6. Category 1 has also been renamed from "Excellent/good" to "No functional impairment." Higher values indicate greater functional impairment. This score has been created in accordance with the manual provided by the instrument's author (Multidimensional Functional Assessment of Older Adults - Duke OARS - Copyright 1988)."
21,"Population aged 65 and over who reported their mouth health (including teeth or dentures, tongue, gums, lips and jaw joints) as being either excellent or very good or fair or poor, depending on the indicator."
22,"Population aged 65 and over who reported being able to brush their teeth or dentures without help."
23,"Population aged 65 and over who reported that their home has adaptations."
24,"Population aged 65 and over who reported having had a fall in the past 12 months."
25,"Population aged 65 and over who reported receiving assistance from family, friends, or neighbours because of a health condition or limitation that affects daily activities in the past 12 months. Assistance from paid workers or volunteer organizations is excluded."
26,"Population aged 65 and over who reported receiving community support services because of a health condition or a limitation that affects daily activities in the past 12 months. Community support services are services provided by organizations and not individuals, for free or for a minimal payment. Assistance from family, friends or neighbours is excluded."
27,"Population aged 65 and over who reported often feeling like they lack companionship."
28,"Population aged 65 and over who reported often feeling left out."
29,"Population aged 65 and over who reported often feeling isolated from others."
30,"Population aged 65 and over who reported often feeling like they wanted to participate in more social, recreational or group activities in the past 12 months."
31,"Population aged 65 and over who reported having a valid driver's licence (including cars, vans, trucks and motorcycles). This includes a driver’s licence where an individual is permitted to drive alone with some restrictions, for example, zero blood alcohol level."



"How to cite: Statistics Canada. Table 13-10-0850-01  Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310085001
