"Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates 1 2 3 4"
"Frequency: Occasional"
"Table: 13-10-0850-01"
"Release date: 2022-04-19"
"Geography: Canada, Province or territory"
""
""

"Geography","Ontario",,,,,
"Age group","65 years and over (total)",,,,,
,"2019 / 2020",,,,,
"Sex","Both sexes",,"Males",,"Females",
"Characteristics 4 5 6 7 8 9 10 11","Number of persons","Percentage","Number of persons","Percentage","Number of persons","Percentage"
"Indicators"
"Health is perceived to be somewhat better or much better than 1 year ago 12","335,900","13.6","157,700","13.9","178,200","13.4"
"Health is perceived to be somewhat worse or much worse than 1 year ago 12","517,000","21.0","213,500","18.9","303,500","22.8"
"Required a visit to a medical specialist for a diagnosis or a consultation in the past 12 months 13","1,015,600","45.1","495,500","48.3","520,100","42.5"
"Had the pneumococcal vaccine 14","1,183,500","51.4","502,400","48.7","681,100","53.5"
"Had the shingles vaccine 15","1,207,700","50.4","558,300","51.1","649,400","49.9"
"Influenza immunization in the past 12 months 16 17","1,539,700","68.6","694,700","68.1","845,000","69.1"
"Used the Internet in the past 12 months 18","1,826,200","74.1","863,100","76.4","963,100","72.1"
"Has trouble sleeping or staying asleep a little of the time or none of the time 19","1,333,700","59.4","700,800","68.4","632,900","51.8"
"Has trouble sleeping or staying asleep most of the time or all of the time 19","356,100","15.9","123,400","12.0","232,600","19.0"
"Instrumental and basic activities of daily living classification: Mild impairment/no functional impairment 20","2,242,300","93.5","1,036,400","93.3","1,205,900","93.7"
"Instrumental and basic activities of daily living classification: Severe impairment or total impairment 20","75,800","3.2","38,600E","3.5E","37,100E","2.9E"
"Health of mouth - very good or excellent 21","1,455,500","59.1","653,200","57.9","802,200","60.2"
"Health of mouth - fair or poor 21","279,200","11.3","115,600","10.2","163,500","12.3"
"Able to brush teeth without help 22","2,433,600","98.7","1,107,500","97.9","1,326,000","99.3"
"Home has adaptations 23","797,000","32.4","302,000","26.8","495,000","37.1"
"Had a fall in the past 12 months 24","459,800","18.7","190,900","16.9","268,900","20.2"
"Received assistance from family, friends or neighbours for a health problem or limitation in the past 12 months 25","403,500","16.4","128,400","11.4","275,100","20.6"
"Received community support services in the past 12 months 26","253,300","10.3","92,300","8.2","161,000","12.1"
"Felt a lack of companionship - often 27","137,600","6.1","47,900","4.7","89,700","7.4"
"Felt left out - often 28","74,000","3.3","30,800E","3.0E","43,100","3.5"
"Felt isolated from others - often 29","97,800","4.4","26,900E","2.6E","70,900","5.8"
"Felt like they wanted to participate in more social, recreational or group activities in past 12 months 30","F","F","F","F","F","F"
"Has valid driver's license 31","1,982,900","80.4","1,007,300","89.0","975,600","73.0"

Symbol legend:
E, use with caution
17,"Small differences may be observed between estimates produced using the Canadian Community Health Survey (CCHS) data file and weight and those produced using the Canadian Health Survey on Seniors (CHSS) data file and weight. These differences occur because of varying sample size and calibration strategies between the two surveys."
18,"Population aged 65 and over who reported having used the Internet in the past 12 months."
19,"Population aged 65 and over who reported having trouble sleeping or staying asleep most of the time or all of the time or a little of the time or none of the time, depending on the indicator."
20,"Population aged 65 and over with an overall summary score of the activities of daily living capacity - instrumental and physical dimensions indicating no functional impairment or mild impairment or severe impairment or total impairment, depending on the indicator. A 5-point scale is described in the OARS manual for the calculation of the final score, with 2 being the lowest score ("Excellent/Good") and 6 being the highest ("Total Impairment"). For the purpose of CHSS, the same 5-point scale is used. However, the instrument has been rescaled from 1 to 5 instead of from 2 to 6. Category 1 has also been renamed from "Excellent/good" to "No functional impairment." Higher values indicate greater functional impairment. This score has been created in accordance with the manual provided by the instrument's author (Multidimensional Functional Assessment of Older Adults - Duke OARS - Copyright 1988)."
21,"Population aged 65 and over who reported their mouth health (including teeth or dentures, tongue, gums, lips and jaw joints) as being either excellent or very good or fair or poor, depending on the indicator."
22,"Population aged 65 and over who reported being able to brush their teeth or dentures without help."
23,"Population aged 65 and over who reported that their home has adaptations."
24,"Population aged 65 and over who reported having had a fall in the past 12 months."
25,"Population aged 65 and over who reported receiving assistance from family, friends, or neighbours because of a health condition or limitation that affects daily activities in the past 12 months. Assistance from paid workers or volunteer organizations is excluded."
26,"Population aged 65 and over who reported receiving community support services because of a health condition or a limitation that affects daily activities in the past 12 months. Community support services are services provided by organizations and not individuals, for free or for a minimal payment. Assistance from family, friends or neighbours is excluded."
27,"Population aged 65 and over who reported often feeling like they lack companionship."
28,"Population aged 65 and over who reported often feeling left out."
29,"Population aged 65 and over who reported often feeling isolated from others."
30,"Population aged 65 and over who reported often feeling like they wanted to participate in more social, recreational or group activities in the past 12 months."
31,"Population aged 65 and over who reported having a valid driver's licence (including cars, vans, trucks and motorcycles). This includes a driver’s licence where an individual is permitted to drive alone with some restrictions, for example, zero blood alcohol level."



"How to cite: Statistics Canada. Table 13-10-0850-01  Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310085001
