"Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates 1 2 3 4"
"Frequency: Occasional"
"Table: 13-10-0850-01"
"Release date: 2022-04-19"
"Geography: Canada, Province or territory"
""
""

"Geography","Nova Scotia",,,,,
"Age group","65 years and over (total)",,,,,
,"2019 / 2020",,,,,
"Sex","Both sexes",,"Males",,"Females",
"Characteristics 4 5 6 7 8 9 10 11","Number of persons","Percentage","Number of persons","Percentage","Number of persons","Percentage"
"Indicators"
"Health is perceived to be somewhat better or much better than 1 year ago 12","24,200","12.3","10,100","11.1","14,100","13.4"
"Health is perceived to be somewhat worse or much worse than 1 year ago 12","35,900","18.3","15,200","16.7","20,800","19.7"
"Required a visit to a medical specialist for a diagnosis or a consultation in the past 12 months 13","70,200","38.9","33,700","41.0","36,500","37.1"
"Had the pneumococcal vaccine 14","94,200","50.1","39,000","44.9","55,200","54.6"
"Had the shingles vaccine 15","57,500","29.7","25,500","28.3","32,000","31.0"
"Influenza immunization in the past 12 months 16 17","132,000","73.0","59,400","72.2","72,600","73.7"
"Used the Internet in the past 12 months 18","139,600","71.2","66,300","72.8","73,200","69.7"
"Has trouble sleeping or staying asleep a little of the time or none of the time 19","101,400","56.1","51,600","62.7","49,800","50.6"
"Has trouble sleeping or staying asleep most of the time or all of the time 19","30,400","16.8","11,800","14.4","18,600","18.8"
"Instrumental and basic activities of daily living classification: Mild impairment/no functional impairment 20","181,600","93.7","85,300","94.8","96,300","92.8"
"Instrumental and basic activities of daily living classification: Severe impairment or total impairment 20","5,000E","2.6E","1,400E","1.5E","3,600E","3.5E"
"Health of mouth - very good or excellent 21","122,300","62.4","54,200","59.6","68,100","64.8"
"Health of mouth - fair or poor 21","19,900","10.2","9,800","10.7","10,100","9.7"
"Able to brush teeth without help 22","192,400","98.1","89,800","98.6","102,600","97.6"
"Home has adaptations 23","78,000","39.8","32,000","35.2","46,000","43.8"
"Had a fall in the past 12 months 24","33,900","17.3","15,000","16.4","19,000","18.0"
"Received assistance from family, friends or neighbours for a health problem or limitation in the past 12 months 25","41,800","21.3","15,100","16.6","26,700","25.4"
"Received community support services in the past 12 months 26","19,600","10.0","7,500","8.2","12,100","11.5"
"Felt a lack of companionship - often 27","10,700","5.9","3,100","3.7","7,600","7.8"
"Felt left out - often 28","4,000","2.2","1,300E","1.5E","2,700E","2.8E"
"Felt isolated from others - often 29","5,200","2.9","1,300E","1.6E","3,900","4.0"
"Felt like they wanted to participate in more social, recreational or group activities in past 12 months 30","F","F","F","F","F","F"
"Has valid driver's license 31","170,100","86.7","85,200","93.6","84,900","80.6"

Symbol legend:
E, use with caution
16,"Population aged 65 and over who reported having an influenza immunization (flu shot) in the past 12 months."
17,"Small differences may be observed between estimates produced using the Canadian Community Health Survey (CCHS) data file and weight and those produced using the Canadian Health Survey on Seniors (CHSS) data file and weight. These differences occur because of varying sample size and calibration strategies between the two surveys."
18,"Population aged 65 and over who reported having used the Internet in the past 12 months."
19,"Population aged 65 and over who reported having trouble sleeping or staying asleep most of the time or all of the time or a little of the time or none of the time, depending on the indicator."
20,"Population aged 65 and over with an overall summary score of the activities of daily living capacity - instrumental and physical dimensions indicating no functional impairment or mild impairment or severe impairment or total impairment, depending on the indicator. A 5-point scale is described in the OARS manual for the calculation of the final score, with 2 being the lowest score ("Excellent/Good") and 6 being the highest ("Total Impairment"). For the purpose of CHSS, the same 5-point scale is used. However, the instrument has been rescaled from 1 to 5 instead of from 2 to 6. Category 1 has also been renamed from "Excellent/good" to "No functional impairment." Higher values indicate greater functional impairment. This score has been created in accordance with the manual provided by the instrument's author (Multidimensional Functional Assessment of Older Adults - Duke OARS - Copyright 1988)."
21,"Population aged 65 and over who reported their mouth health (including teeth or dentures, tongue, gums, lips and jaw joints) as being either excellent or very good or fair or poor, depending on the indicator."
22,"Population aged 65 and over who reported being able to brush their teeth or dentures without help."
23,"Population aged 65 and over who reported that their home has adaptations."
24,"Population aged 65 and over who reported having had a fall in the past 12 months."
25,"Population aged 65 and over who reported receiving assistance from family, friends, or neighbours because of a health condition or limitation that affects daily activities in the past 12 months. Assistance from paid workers or volunteer organizations is excluded."
26,"Population aged 65 and over who reported receiving community support services because of a health condition or a limitation that affects daily activities in the past 12 months. Community support services are services provided by organizations and not individuals, for free or for a minimal payment. Assistance from family, friends or neighbours is excluded."
27,"Population aged 65 and over who reported often feeling like they lack companionship."
28,"Population aged 65 and over who reported often feeling left out."
29,"Population aged 65 and over who reported often feeling isolated from others."
30,"Population aged 65 and over who reported often feeling like they wanted to participate in more social, recreational or group activities in the past 12 months."
31,"Population aged 65 and over who reported having a valid driver's licence (including cars, vans, trucks and motorcycles). This includes a driver’s licence where an individual is permitted to drive alone with some restrictions, for example, zero blood alcohol level."



"How to cite: Statistics Canada. Table 13-10-0850-01  Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310085001
