"Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates 1 2 3 4"
"Frequency: Occasional"
"Table: 13-10-0850-01"
"Release date: 2022-04-19"
"Geography: Canada, Province or territory"
""
""

"Geography","Manitoba",,,,,
"Age group","65 years and over (total)",,,,,
,"2019 / 2020",,,,,
"Sex","Both sexes",,"Males",,"Females",
"Characteristics 4 5 6 7 8 9 10 11","Number of persons","Percentage","Number of persons","Percentage","Number of persons","Percentage"
"Indicators"
"Health is perceived to be somewhat better or much better than 1 year ago 12","27,700","13.6","12,000","12.7","15,700","14.4"
"Health is perceived to be somewhat worse or much worse than 1 year ago 12","36,500","17.9","14,900","15.7","21,600","19.8"
"Required a visit to a medical specialist for a diagnosis or a consultation in the past 12 months 13","73,900","38.7","33,500","38.3","40,400","39.0"
"Had the pneumococcal vaccine 14","111,200","57.2","44,800","50.3","66,300","63.1"
"Had the shingles vaccine 15","63,400","31.6","29,000","31.0","34,300","32.1"
"Influenza immunization in the past 12 months 16 17","123,700","65.0","55,100","63.3","68,600","66.4"
"Used the Internet in the past 12 months 18","151,500","74.2","71,700","75.5","79,800","73.2"
"Has trouble sleeping or staying asleep a little of the time or none of the time 19","114,800","60.3","59,000","67.6","55,800","54.1"
"Has trouble sleeping or staying asleep most of the time or all of the time 19","33,500","17.6","12,400","14.2","21,100","20.4"
"Instrumental and basic activities of daily living classification: Mild impairment/no functional impairment 20","188,700","93.8","88,200","93.9","100,500","93.6"
"Instrumental and basic activities of daily living classification: Severe impairment or total impairment 20","5,000","2.5","1,700E","1.8E","3,200E","3.0E"
"Health of mouth - very good or excellent 21","120,000","58.7","53,000","55.8","66,900","61.3"
"Health of mouth - fair or poor 21","18,200","8.9","9,700","10.3","8,400","7.7"
"Able to brush teeth without help 22","201,600","98.8","93,400","98.7","108,200","99.0"
"Home has adaptations 23","74,700","36.6","30,400","32.0","44,300","40.7"
"Had a fall in the past 12 months 24","34,600","17.1","14,800","15.7","19,800","18.3"
"Received assistance from family, friends or neighbours for a health problem or limitation in the past 12 months 25","39,100","19.1","11,500","12.1","27,600","25.2"
"Received community support services in the past 12 months 26","19,400","9.5","6,100","6.4","13,300","12.2"
"Felt a lack of companionship - often 27","12,100","6.4","4,100E","4.7E","8,000","7.8"
"Felt left out - often 28","6,900","3.6","2,400E","2.8E","4,400E","4.3E"
"Felt isolated from others - often 29","12,800","6.8","4,600E","5.3E","8,300","8.0"
"Felt like they wanted to participate in more social, recreational or group activities in past 12 months 30","F","F","F","F","F","F"
"Has valid driver's license 31","177,700","86.9","88,000","92.6","89,700","82.0"

Symbol legend:
E, use with caution
16,"Population aged 65 and over who reported having an influenza immunization (flu shot) in the past 12 months."
17,"Small differences may be observed between estimates produced using the Canadian Community Health Survey (CCHS) data file and weight and those produced using the Canadian Health Survey on Seniors (CHSS) data file and weight. These differences occur because of varying sample size and calibration strategies between the two surveys."
18,"Population aged 65 and over who reported having used the Internet in the past 12 months."
19,"Population aged 65 and over who reported having trouble sleeping or staying asleep most of the time or all of the time or a little of the time or none of the time, depending on the indicator."
20,"Population aged 65 and over with an overall summary score of the activities of daily living capacity - instrumental and physical dimensions indicating no functional impairment or mild impairment or severe impairment or total impairment, depending on the indicator. A 5-point scale is described in the OARS manual for the calculation of the final score, with 2 being the lowest score ("Excellent/Good") and 6 being the highest ("Total Impairment"). For the purpose of CHSS, the same 5-point scale is used. However, the instrument has been rescaled from 1 to 5 instead of from 2 to 6. Category 1 has also been renamed from "Excellent/good" to "No functional impairment." Higher values indicate greater functional impairment. This score has been created in accordance with the manual provided by the instrument's author (Multidimensional Functional Assessment of Older Adults - Duke OARS - Copyright 1988)."
21,"Population aged 65 and over who reported their mouth health (including teeth or dentures, tongue, gums, lips and jaw joints) as being either excellent or very good or fair or poor, depending on the indicator."
22,"Population aged 65 and over who reported being able to brush their teeth or dentures without help."
23,"Population aged 65 and over who reported that their home has adaptations."
24,"Population aged 65 and over who reported having had a fall in the past 12 months."
25,"Population aged 65 and over who reported receiving assistance from family, friends, or neighbours because of a health condition or limitation that affects daily activities in the past 12 months. Assistance from paid workers or volunteer organizations is excluded."
26,"Population aged 65 and over who reported receiving community support services because of a health condition or a limitation that affects daily activities in the past 12 months. Community support services are services provided by organizations and not individuals, for free or for a minimal payment. Assistance from family, friends or neighbours is excluded."
27,"Population aged 65 and over who reported often feeling like they lack companionship."
28,"Population aged 65 and over who reported often feeling left out."
29,"Population aged 65 and over who reported often feeling isolated from others."
30,"Population aged 65 and over who reported often feeling like they wanted to participate in more social, recreational or group activities in the past 12 months."
31,"Population aged 65 and over who reported having a valid driver's licence (including cars, vans, trucks and motorcycles). This includes a driver’s licence where an individual is permitted to drive alone with some restrictions, for example, zero blood alcohol level."



"How to cite: Statistics Canada. Table 13-10-0850-01  Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310085001
