"Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates 1 2 3 4"
"Frequency: Occasional"
"Table: 13-10-0850-01"
"Release date: 2022-04-19"
"Geography: Canada, Province or territory"
""
""

"Geography","Quebec",,,,,
"Age group","65 years and over (total)",,,,,
,"2019 / 2020",,,,,
"Sex","Both sexes",,"Males",,"Females",
"Characteristics 4 5 6 7 8 9 10 11","Number of persons","Percentage","Number of persons","Percentage","Number of persons","Percentage"
"Indicators"
"Health is perceived to be somewhat better or much better than 1 year ago 12","187,300","11.7","87,300","11.6","100,000","11.7"
"Health is perceived to be somewhat worse or much worse than 1 year ago 12","306,800","19.1","127,500","17.0","179,300","21.0"
"Required a visit to a medical specialist for a diagnosis or a consultation in the past 12 months 13","642,800","42.7","303,900","43.6","338,900","41.9"
"Had the pneumococcal vaccine 14","779,500","51.3","341,100","48.3","438,400","53.9"
"Had the shingles vaccine 15","337,600","21.6","160,400","21.9","177,200","21.3"
"Influenza immunization in the past 12 months 16 17","717,500","47.7","323,700","46.6","393,800","48.7"
"Used the Internet in the past 12 months 18","1,110,500","69.6","536,900","72.0","573,600","67.5"
"Has trouble sleeping or staying asleep a little of the time or none of the time 19","895,700","59.3","469,200","67.4","426,500","52.4"
"Has trouble sleeping or staying asleep most of the time or all of the time 19","220,000","14.6","70,100","10.1","149,900","18.4"
"Instrumental and basic activities of daily living classification: Mild impairment/no functional impairment 20","1,483,500","94.0","702,500","95.6","781,000","92.5"
"Instrumental and basic activities of daily living classification: Severe impairment or total impairment 20","29,200","1.9","8,600E","1.2E","20,600E","2.4E"
"Health of mouth - very good or excellent 21","1,036,400","64.9","478,800","64.0","557,600","65.7"
"Health of mouth - fair or poor 21","98,600","6.2","51,200","6.8","47,500","5.6"
"Able to brush teeth without help 22","1,582,900","99.0","734,500","98.6","848,400","99.3"
"Home has adaptations 23","410,300","25.7","148,700","19.9","261,600","30.8"
"Had a fall in the past 12 months 24","230,700","14.5","88,500","11.8","142,300","16.7"
"Received assistance from family, friends or neighbours for a health problem or limitation in the past 12 months 25","247,100","15.5","81,000","10.8","166,000","19.5"
"Received community support services in the past 12 months 26","129,000","8.1","43,700","5.8","85,300","10.0"
"Felt a lack of companionship - often 27","88,200","5.9","28,800","4.2","59,400","7.3"
"Felt left out - often 28","28,600","1.9","8,600E","1.3E","20,000","2.5"
"Felt isolated from others - often 29","40,600","2.7","11,900E","1.7E","28,700","3.6"
"Felt like they wanted to participate in more social, recreational or group activities in past 12 months 30","F","F","F","F","F","F"
"Has valid driver's license 31","1,276,500","79.9","675,500","90.4","600,900","70.7"

Symbol legend:
E, use with caution
16,"Population aged 65 and over who reported having an influenza immunization (flu shot) in the past 12 months."
17,"Small differences may be observed between estimates produced using the Canadian Community Health Survey (CCHS) data file and weight and those produced using the Canadian Health Survey on Seniors (CHSS) data file and weight. These differences occur because of varying sample size and calibration strategies between the two surveys."
18,"Population aged 65 and over who reported having used the Internet in the past 12 months."
19,"Population aged 65 and over who reported having trouble sleeping or staying asleep most of the time or all of the time or a little of the time or none of the time, depending on the indicator."
20,"Population aged 65 and over with an overall summary score of the activities of daily living capacity - instrumental and physical dimensions indicating no functional impairment or mild impairment or severe impairment or total impairment, depending on the indicator. A 5-point scale is described in the OARS manual for the calculation of the final score, with 2 being the lowest score ("Excellent/Good") and 6 being the highest ("Total Impairment"). For the purpose of CHSS, the same 5-point scale is used. However, the instrument has been rescaled from 1 to 5 instead of from 2 to 6. Category 1 has also been renamed from "Excellent/good" to "No functional impairment." Higher values indicate greater functional impairment. This score has been created in accordance with the manual provided by the instrument's author (Multidimensional Functional Assessment of Older Adults - Duke OARS - Copyright 1988)."
21,"Population aged 65 and over who reported their mouth health (including teeth or dentures, tongue, gums, lips and jaw joints) as being either excellent or very good or fair or poor, depending on the indicator."
22,"Population aged 65 and over who reported being able to brush their teeth or dentures without help."
23,"Population aged 65 and over who reported that their home has adaptations."
24,"Population aged 65 and over who reported having had a fall in the past 12 months."
25,"Population aged 65 and over who reported receiving assistance from family, friends, or neighbours because of a health condition or limitation that affects daily activities in the past 12 months. Assistance from paid workers or volunteer organizations is excluded."
26,"Population aged 65 and over who reported receiving community support services because of a health condition or a limitation that affects daily activities in the past 12 months. Community support services are services provided by organizations and not individuals, for free or for a minimal payment. Assistance from family, friends or neighbours is excluded."
27,"Population aged 65 and over who reported often feeling like they lack companionship."
28,"Population aged 65 and over who reported often feeling left out."
29,"Population aged 65 and over who reported often feeling isolated from others."
30,"Population aged 65 and over who reported often feeling like they wanted to participate in more social, recreational or group activities in the past 12 months."
31,"Population aged 65 and over who reported having a valid driver's licence (including cars, vans, trucks and motorcycles). This includes a driver’s licence where an individual is permitted to drive alone with some restrictions, for example, zero blood alcohol level."



"How to cite: Statistics Canada. Table 13-10-0850-01  Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310085001
