"Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates 1 2 3 4"
"Frequency: Occasional"
"Table: 13-10-0850-01"
"Release date: 2022-04-19"
"Geography: Canada, Province or territory"
""
""

"Geography","Newfoundland and Labrador",,,,,
"Age group","65 years and over (total)",,,,,
,"2019 / 2020",,,,,
"Sex","Both sexes",,"Males",,"Females",
"Characteristics 4 5 6 7 8 9 10 11","Number of persons","Percentage","Number of persons","Percentage","Number of persons","Percentage"
"Indicators"
"Health is perceived to be somewhat better or much better than 1 year ago 12","11,300","10.2","6,200","11.8","5,100","8.8"
"Health is perceived to be somewhat worse or much worse than 1 year ago 12","19,000","17.3","8,200","15.6","10,900","18.8"
"Required a visit to a medical specialist for a diagnosis or a consultation in the past 12 months 13","38,500","38.2","18,000","39.2","20,500","37.4"
"Had the pneumococcal vaccine 14","33,500","31.5","15,200","30.3","18,300","32.7"
"Had the shingles vaccine 15","22,200","20.3","10,600","20.3","11,600","20.2"
"Influenza immunization in the past 12 months 16 17","60,200","59.8","26,900","58.6","33,300","60.8"
"Used the Internet in the past 12 months 18","74,100","67.1","33,400","63.6","40,700","70.2"
"Has trouble sleeping or staying asleep a little of the time or none of the time 19","57,300","56.9","29,800","65.0","27,400","50.1"
"Has trouble sleeping or staying asleep most of the time or all of the time 19","16,200","16.1","6,000","13.0","10,300","18.8"
"Instrumental and basic activities of daily living classification: Mild impairment/no functional impairment 20","101,200","92.5","48,400","93.2","52,700","91.9"
"Instrumental and basic activities of daily living classification: Severe impairment or total impairment 20","3,200","3.0","1,600E","3.0E","1,700E","2.9E"
"Health of mouth - very good or excellent 21","66,900","60.6","30,300","57.8","36,500","63.0"
"Health of mouth - fair or poor 21","10,200","9.3","5,600","10.7","4,600","7.9"
"Able to brush teeth without help 22","107,500","97.5","50,600","96.2","56,900","98.7"
"Home has adaptations 23","35,900","32.5","15,700","29.9","20,200","34.9"
"Had a fall in the past 12 months 24","14,500","13.1","6,200","11.8","8,300","14.3"
"Received assistance from family, friends or neighbours for a health problem or limitation in the past 12 months 25","18,600","16.8","7,100","13.6","11,500","19.8"
"Received community support services in the past 12 months 26","8,900","8.1","3,100","5.9","5,800","10.0"
"Felt a lack of companionship - often 27","4,500","4.4","1,800E","3.9E","2,700","4.9"
"Felt left out - often 28","2,200E","2.1E","800E","1.8E","1,300E","2.4E"
"Felt isolated from others - often 29","2,700","2.7","500E","1.0E","2,200E","4.1E"
"Felt like they wanted to participate in more social, recreational or group activities in past 12 months 30","F","F","F","F","F","F"
"Has valid driver's license 31","90,100","81.5","47,500","90.3","42,600","73.5"

Symbol legend:
E, use with caution
16,"Population aged 65 and over who reported having an influenza immunization (flu shot) in the past 12 months."
17,"Small differences may be observed between estimates produced using the Canadian Community Health Survey (CCHS) data file and weight and those produced using the Canadian Health Survey on Seniors (CHSS) data file and weight. These differences occur because of varying sample size and calibration strategies between the two surveys."
18,"Population aged 65 and over who reported having used the Internet in the past 12 months."
19,"Population aged 65 and over who reported having trouble sleeping or staying asleep most of the time or all of the time or a little of the time or none of the time, depending on the indicator."
20,"Population aged 65 and over with an overall summary score of the activities of daily living capacity - instrumental and physical dimensions indicating no functional impairment or mild impairment or severe impairment or total impairment, depending on the indicator. A 5-point scale is described in the OARS manual for the calculation of the final score, with 2 being the lowest score ("Excellent/Good") and 6 being the highest ("Total Impairment"). For the purpose of CHSS, the same 5-point scale is used. However, the instrument has been rescaled from 1 to 5 instead of from 2 to 6. Category 1 has also been renamed from "Excellent/good" to "No functional impairment." Higher values indicate greater functional impairment. This score has been created in accordance with the manual provided by the instrument's author (Multidimensional Functional Assessment of Older Adults - Duke OARS - Copyright 1988)."
21,"Population aged 65 and over who reported their mouth health (including teeth or dentures, tongue, gums, lips and jaw joints) as being either excellent or very good or fair or poor, depending on the indicator."
22,"Population aged 65 and over who reported being able to brush their teeth or dentures without help."
23,"Population aged 65 and over who reported that their home has adaptations."
24,"Population aged 65 and over who reported having had a fall in the past 12 months."
25,"Population aged 65 and over who reported receiving assistance from family, friends, or neighbours because of a health condition or limitation that affects daily activities in the past 12 months. Assistance from paid workers or volunteer organizations is excluded."
26,"Population aged 65 and over who reported receiving community support services because of a health condition or a limitation that affects daily activities in the past 12 months. Community support services are services provided by organizations and not individuals, for free or for a minimal payment. Assistance from family, friends or neighbours is excluded."
27,"Population aged 65 and over who reported often feeling like they lack companionship."
28,"Population aged 65 and over who reported often feeling left out."
29,"Population aged 65 and over who reported often feeling isolated from others."
30,"Population aged 65 and over who reported often feeling like they wanted to participate in more social, recreational or group activities in the past 12 months."
31,"Population aged 65 and over who reported having a valid driver's licence (including cars, vans, trucks and motorcycles). This includes a driver’s licence where an individual is permitted to drive alone with some restrictions, for example, zero blood alcohol level."



"How to cite: Statistics Canada. Table 13-10-0850-01  Health characteristics of seniors aged 65 and over, Canadian Health Survey on Seniors, two-year period estimates"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310085001
